Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2008-02-11,31.720457077026367,34.61590021928789,31.380767983882297,34.61590021928789,15133331
2008-02-12,31.154312133789062,32.88510773988027,30.895501268303953,32.6748251457779,10237627
2008-02-13,30.7014102935791,32.10869138415089,30.0705599982218,31.704299887900785,10395753
2008-02-14,33.38655471801758,33.72624385545369,31.38077207561892,31.38077207561892,12514003
2008-02-15,34.34092712402344,34.615914165922604,32.36749612606958,33.257157245907756,12080990
2008-02-18,34.14681625366211,35.117357791054864,33.85565532821889,35.117357791054864,6977153
2008-02-19,33.774776458740234,34.84237015662831,33.51596553289408,34.76149187942412,7226542
2008-02-20,32.93364334106445,33.467441316859514,32.561604122692835,33.45126522172079,5604999
2008-02-21,33.160099029541016,33.72624691192104,32.755707684983854,33.46743601261176,3874365
2008-02-22,32.73953628540039,32.949818937127326,31.7204686346618,32.060157851574665,2691220
2008-02-25,33.01450729370117,33.41889852683469,32.221900915552055,33.1277377165637,6270186
2008-02-26,33.143924713134766,33.6130182591669,32.98216816664344,33.32185735306794,7139423
2008-02-27,35.08501052856445,36.815804617668114,33.629201309000095,33.629201309000095,43223132
2008-02-28,36.071720123291016,36.346707141193264,34.9394242513984,35.424693910780945,35763847
2008-02-29,35.554100036621094,36.55699159326838,34.971778171691724,35.84526316304955,16477462
2008-03-03,34.06593322753906,35.19823116437044,33.67771798306273,34.001231052453576,10049153
2008-03-04,33.19245147705078,34.42180169427219,32.35131873450407,34.29239733202304,11485198
2008-03-05,33.807132720947266,33.96888929484722,32.383673554249256,33.35421299764901,8581053
2008-03-07,32.076332092285156,33.321858417646325,30.733751397135748,33.321858417646325,14251925
2008-03-10,31.962539672851562,32.190146279969035,30.12542652351518,32.125116135804674,11713659
2008-03-11,34.59626388549805,34.921416666956674,30.95455317417813,31.70240280746623,19665129
2008-03-12,33.71834945678711,35.76681227763081,33.3931966980844,35.539205787555574,12262350
2008-03-13,29.084924697875977,33.16559506305629,28.288300763454767,32.84044225675509,47000084
2008-03-14,31.084623336791992,31.214683608898532,29.29628246736435,29.89781398221226,35798540
2008-03-17,29.865285873413086,30.499333258563638,29.23123848826253,30.499333258563638,19211273
2008-03-18,30.12542152404785,30.71069713456646,29.328795223714287,29.81652453163245,12632937
2008-03-19,30.304250717163086,33.75086923082061,30.109158146259375,31.539829649274402,16449023
2008-03-24,30.596879959106445,31.442277954856397,29.930316409197804,31.442277954856397,11636914
2008-03-25,31.75118064880371,31.946271016755055,30.824494234512873,31.39351166660073,13232423
2008-03-26,31.556089401245117,32.32019943846354,31.214678486635105,31.539831318628686,11448313
2008-03-27,32.12510681152344,32.43400376554482,31.084618191641226,31.084618191641226,17425122
2008-03-28,32.190128326416016,32.43399508991712,31.344732513617103,32.27141651255533,11599511
2008-03-31,31.962539672851562,32.33646686069436,31.539840428156594,32.190146279969035,9914705
2008-04-01,32.02756118774414,32.48277648441361,31.62112013986987,32.19013760689385,6034588
2008-04-02,32.54780578613281,33.49075031635249,32.190136791035044,32.190136791035044,6087024
2008-04-03,32.28767776489258,32.77540692967545,32.027555102658376,32.62908862125726,3883474
2008-04-04,32.12510681152344,32.499033890834255,31.507317313648183,32.499033890834255,5906537
2008-04-07,31.99504852294922,32.32020137441921,31.62112142070839,32.173883032274496,4088729
2008-04-08,31.182157516479492,32.01129749268236,30.954551026268554,31.946265176836434,5753811
2008-04-09,31.263444900512695,31.539823415402246,30.90577599291067,31.27970297905519,3776374
2008-04-10,31.881235122680664,32.10884161329572,31.100869381976658,31.21467152474255,7075297
2008-04-11,32.02756118774414,32.35271402604356,31.702408349444724,32.19013760689385,4012660
2008-04-15,32.515281677246094,32.67785804153066,31.27970086766675,31.832460065217674,6362785
2008-04-16,32.07632827758789,33.06804465408178,31.946265848245805,32.84043815908728,4725794
2008-04-17,33.311912536621094,34.07602028892152,32.20639170029784,32.564060660154915,14831167
2008-04-21,33.84841537475586,34.433690879936364,33.4907486030393,33.81590141646362,7639361
2008-04-22,34.40116500854492,34.79135003861072,33.4907391519461,33.81589187361226,8814769
2008-04-23,34.433685302734375,34.84012625368379,33.978472319704345,34.46620146084364,5265604
2008-04-24,33.214378356933594,34.85640102618425,32.92174161413359,34.79137088390473,8801780
2008-04-25,33.490753173828125,33.962224376622636,33.0355378498565,33.81590603162902,4095990
2008-04-28,33.62081527709961,34.271121028333596,33.49075500888644,33.5232689733977,4708244
2008-04-29,34.092281341552734,34.41743416791676,33.653326349011536,33.81590276219355,6497143
2008-04-30,34.319881439208984,34.75883855446801,34.141049182331834,34.433685789115636,6331377
2008-05-02,34.62879180908203,35.604250484821335,34.56375946663207,34.84014030679188,5658418
2008-05-05,34.466209411621094,35.27909150103821,34.238600662517264,35.083998917544584,7642293
2008-05-06,34.17356491088867,34.85638663562966,33.9784745645937,34.189822991017444,5061166
2008-05-07,33.68584060668945,34.36866243012981,33.16559740295353,34.141055890677606,4303106
2008-05-08,33.27939224243164,33.62080307897742,33.08430191089353,33.42571054235604,3642073
2008-05-09,33.08430099487305,33.94595489674671,32.580313793458004,32.840436433389954,8621761
2008-05-12,33.08430099487305,33.32816555635615,32.352705105340554,33.08430099487305,4890395
2008-05-13,33.18183898925781,33.42570350615878,32.90546052648638,33.23061321568768,5056766
2008-05-14,33.230613708496094,33.409448131225474,32.5152782226614,32.5152782226614,2982486
2008-05-15,33.24688720703125,33.62081209658402,32.51529330610151,32.51529330610151,2646760
2008-05-16,33.50701141357422,33.60455771880444,33.10057031268502,33.49075553360593,4422288
2008-05-20,33.44197463989258,33.57203708940892,33.100563741902214,33.16559606920221,3464912
2008-05-21,33.653324127197266,34.1410533345431,32.677865712505586,32.677865712505586,3419088
2008-05-22,33.19811248779297,33.36068890792278,32.84044568655767,32.84044568655767,3558000
2008-05-23,32.645347595214844,33.45822955878343,32.515287363077256,33.00301654121841,4417028
2008-05-26,32.401485443115234,32.59657801107832,30.88952355411036,30.88952355411036,2605807
2008-05-27,31.426036834716797,32.80793670858908,31.279718465558947,32.450267623906065,3316550
2008-05-28,32.580322265625,32.77541264249274,30.987072059911032,31.539831435328622,4505700
2008-05-29,33.1168212890625,33.49074834466589,32.157620937877496,32.92173092556317,11026212
2008-05-30,32.06007385253906,33.32817110647657,31.930013613455838,33.19810866230977,4023430
2008-06-02,30.694421768188477,32.515277707926955,30.239206680712456,31.864970125092245,4431595
2008-06-03,29.55640411376953,30.564376697693223,29.280023289501074,30.23922382447577,6240766
2008-06-04,28.64596176147461,29.735222036438948,28.4671273267542,29.426327397421687,5762089
2008-06-05,28.597190856933594,28.80854146985,27.637990674710146,28.613448935632277,9721099
2008-06-06,28.288299560546875,29.475108576129525,27.881858569953536,28.450875956784213,6317089
2008-06-09,27.898115158081055,28.580936867781187,26.66253417176258,27.96314527208026,6500809
2008-06-10,27.703025817871094,27.930634550841127,27.068978274086273,27.637995696344074,6717902
2008-06-11,27.833093643188477,28.288306786905597,27.638001035833103,27.96315391136935,2586175
2008-06-12,28.028179168701172,28.19075557818184,26.662537770080313,27.475419817483644,3244212
2008-06-13,27.849336624145508,28.255777498136272,27.556697871822436,27.979396821789404,4248430
2008-06-16,28.82480239868164,29.263757336449554,27.995662353897636,28.09320863065166,4354615
2008-06-17,29.68645668029785,29.91406319149169,28.32081540805136,29.231243657910177,4736084
2008-06-18,29.653942108154297,30.30424992582386,29.58891198791242,29.58891198791242,5055019
2008-06-19,29.019886016845703,29.58890326001427,28.548415027808336,29.068660246452776,4221271
2008-06-20,28.35332679748535,29.377559312774356,27.97940200616155,29.26375496493671,3837789
2008-06-23,27.36161231994629,28.22326851471153,27.08523377848393,28.125722239161053,4516050
2008-06-24,26.51621437072754,27.76805336631909,26.239833645441117,27.361610215275363,5238203
2008-06-25,25.78462028503418,26.321121443700346,25.199344890527218,26.01222677037488,3933879
2008-06-26,27.247812271118164,28.418363257846856,25.930942962319282,25.930942962319282,18253250
2008-06-27,26.044750213623047,26.92266472785054,25.898431862946477,26.337389120060223,6821283
2008-06-30,25.52450180053711,26.272353692842472,24.79290798949387,26.02848908916139,4596315
2008-07-01,23.719907760620117,25.5245066088259,22.80947929435482,25.5245066088259,6202295
2008-07-02,24.760391235351562,25.020513914079466,22.972050851087097,23.736160806397145,5245963
2008-07-03,24.110088348388672,24.7603940156893,23.411010638074004,24.549045555850107,4726793
2008-07-04,24.43524169921875,24.90671287697379,23.573587553841737,23.73616397410788,4862814
2008-07-07,24.97173309326172,25.979707380899658,24.76038471282938,24.76038471282938,5528014
2008-07-08,25.703330993652344,26.33737839169838,23.085848806806734,23.085848806806734,8354280
2008-07-09,27.491680145263672,27.60548231814651,26.044748218617883,26.044748218617883,6860769
2008-07-10,28.694747924804688,29.036158885651872,26.72757258381289,27.491682724514487,7216175
2008-07-11,27.32908821105957,29.328776194011546,27.117737658377447,28.97110958999062,6040791
2008-07-14,27.34535789489746,28.32081857570163,26.66253828494338,26.66253828494338,5942149
2008-07-15,26.207319259643555,26.955171091790756,26.012228915442158,26.66253447294696,3693378
2008-07-16,25.491989135742188,26.662540276054912,25.053031906853946,26.20732496367379,6973872
2008-07-17,26.79259490966797,26.987687460461903,26.012229116659075,26.012229116659075,5038238
2008-07-18,28.288299560546875,28.515906074262446,26.483701121295752,27.280325021841996,5983177
2008-07-21,29.881549835205078,30.060384313689653,28.304557895500434,28.77602900780812,8754188
2008-07-22,31.10087013244629,31.37724866161819,29.621424600124183,29.88154725499675,12631056
2008-07-23,33.295650482177734,33.945956000612846,31.89749317652558,32.48276858413384,12798869
2008-07-24,32.12510681152344,33.913447384943524,30.12541777964175,30.12541777964175,10764301
2008-07-25,32.190128326416016,33.230618873065715,30.970805534326377,31.78368739571947,10710381
2008-07-28,31.93001365661621,32.824183865501865,31.572344691028523,32.19013413513427,5533881
2008-07-29,30.64565086364746,31.70239721704051,30.40178632055676,31.214668130859103,5145929
2008-07-30,31.93001365661621,32.19013413513427,30.92203908456623,30.92203908456623,7354746
2008-07-31,30.8082332611084,32.48277144142675,30.401792276334543,32.48277144142675,6006517
2008-08-01,31.702396392822266,31.83245880213902,29.263751025316623,30.320497351235737,4699412
2008-08-04,31.897485733032227,32.48276100406256,31.06834594949616,31.06834594949616,4301346
2008-08-05,33.328163146972656,33.57202769082612,31.702397316199832,32.02755004133779,9161115
2008-08-06,32.48276138305664,34.51496567764865,32.25515494307889,34.51496567764865,8616591
2008-08-07,32.401485443115234,33.133079265351384,31.39351085044532,31.39351085044532,4809365
2008-08-08,31.848718643188477,32.645342399685774,31.734914304367532,32.02755088264553,4883824
2008-08-11,32.141361236572266,32.61283234762403,31.89749664067478,32.255165596691164,2714705
2008-08-12,31.58859634399414,32.51528252665766,31.3447317911967,32.352703953042905,5801276
2008-08-13,31.71865463256836,32.02754927302267,30.97080294167481,31.214667479678162,2754609
2008-08-14,30.954565048217773,31.864991421470872,30.889532702913176,31.539838515284973,2566362
2008-08-18,30.596879959106445,31.53982201160337,30.304243378699294,30.889516539513597,2963058
2008-08-19,30.027864456176758,30.7269419982,29.410072897914056,30.548109746810276,2941144
2008-08-20,30.36927604675293,30.613140619358283,30.15792542744498,30.23921361831343,3319410
2008-08-21,30.044130325317383,30.548117667847936,29.686461319628904,30.23922070607888,4138486
2008-08-22,29.735240936279297,31.084626887678514,28.97113289146988,31.084626887678514,4139879
2008-08-25,30.060382843017578,30.46682381737805,29.84903221330008,30.46682381737805,2034227
2008-08-26,30.10915756225586,30.206703845815685,29.556398228861653,29.751488590897697,1489491
2008-08-27,29.507617950439453,30.483076176396146,29.345041579446672,30.271727776138793,4297168
2008-08-28,29.06866455078125,29.91406039990637,28.694737555423085,29.588907641377492,7382078
2008-08-29,30.27174186706543,30.38554626176745,29.458859633720127,29.5889199090217,2219080
2008-09-01,30.25535011291504,30.386395645678054,29.649259524861847,30.20620637178749,3417069
2008-09-02,31.844295501708984,31.97534106179548,30.20621266989369,30.4683060118557,5030404
2008-09-04,31.172685623168945,31.746013903182327,30.910592250804974,31.483920530818356,2813325
2008-09-05,30.48468017578125,30.82867746827824,30.14068288328426,30.795914974978142,3330688
2008-09-08,32.089996337890625,33.38407912156388,31.778759353718424,32.10637536081485,8377948
2008-09-09,32.20466232299805,32.4667555869958,31.46752626776031,32.089998047478524,3737279
2008-09-10,31.926197052001953,32.4667627226008,31.614959982844407,32.0408613527226,3847698
2008-09-11,31.074392318725586,31.778765992413735,30.828680262073156,31.778765992413735,2567354
2008-09-12,31.38562774658203,32.23743044798887,30.877822375427517,31.28734247768297,6093354
2008-09-15,29.403554916381836,30.714019462388052,28.518991792185464,30.238976508818624,6770268
2008-09-16,29.97688102722168,30.238974362174922,27.847376291133635,28.256896432689025,4654621
2008-09-17,29.206979751586914,30.402777482041298,28.830219949460247,30.402777482041298,4674190
2008-09-18,29.14145851135254,29.714786690195726,27.044716346013015,28.830223658624018,6603710
2008-09-19,30.910573959350586,31.074381942420388,29.48544361792813,29.829440826732306,9821730
2008-09-22,30.23897361755371,33.08923551002399,29.993261538671025,31.778768867527425,4162514
2008-09-23,29.878583908081055,30.550197118431022,29.32163718064013,29.87858390808105,6569683
2008-09-24,30.566591262817383,30.894207384501115,29.583742897766175,29.976881799428853,5730103
2008-09-25,29.616493225097656,30.779530423378336,28.912117519930543,30.64848269549724,10926783
2008-09-26,29.14145851135254,29.78031168806606,28.633655330379685,29.78031168806606,4967945
2008-09-29,28.060317993164062,29.976870232410498,27.51975026789853,29.976870232410498,7859964
2008-09-30,28.109453201293945,29.157823706738682,26.536896332233002,26.536896332233002,6616439
2008-10-01,29.043169021606445,29.321641313685046,27.896510696252466,28.469840969823654,3743739
2008-10-03,29.452693939208984,29.813070298403208,28.666414004824865,29.19060062774761,4681406
2008-10-06,28.84660530090332,29.485456264527347,28.256895864562324,29.125079880277625,5560277
2008-10-07,29.796688079833984,30.435541200032503,28.830221108210022,28.830221108210022,9928258
2008-10-08,29.56736183166504,29.813073924459758,27.552521337674918,28.797465273981672,9985473
2008-10-10,29.387168884277344,30.058782299200328,27.208522819695887,29.452693878348864,9025179
2008-10-13,29.97688102722168,30.206211862134907,29.33803005075306,29.534600607415232,6805621
2008-10-14,29.256118774414062,31.090769442774114,29.02678799631616,30.140681616670783,5099383
2008-10-15,29.010404586791992,29.63287411260444,28.699169823885764,29.09230858870354,5495022
2008-10-16,27.89651107788086,28.60088688420872,27.355945510377428,28.60088688420872,6651066
2008-10-17,25.799772262573242,28.666412884485155,25.423012447763043,28.469844574912972,5586092
2008-10-20,26.094627380371094,27.126619398337265,25.275587154265626,25.898059059179065,7922965
2008-10-21,26.30757713317871,27.68356416202785,25.554059739207702,26.356718654220646,8047276
2008-10-22,24.866073608398438,26.242061107299232,24.620361475673675,26.045492734193058,5408099
2008-10-23,23.653892517089844,24.47293290130314,23.293513859320296,24.243602038081264,6641370
2008-10-24,20.590673446655273,23.26074328398695,20.312198923934975,22.933127243981176,9905588
2008-10-27,19.001741409301758,20.3122060276275,17.036044481813143,20.21392073689522,12878172
2008-10-29,21.50800132751465,22.867607164405946,19.65696915114543,21.62266562190223,13094201
2008-10-31,22.883991241455078,23.588367230286494,21.753716075410487,22.638279152237168,8097887
2008-11-03,23.58835792541504,24.21082741717335,22.7693157293196,24.178064929485807,4951148
2008-11-04,24.620357513427734,24.816928076688466,23.146084954339337,23.260749264750565,4515828
2008-11-05,23.719402313232422,25.816145881583342,23.260738616192526,25.816145881583342,6145587
2008-11-06,22.933130264282227,24.489308881047375,22.458087388068236,23.26074634743515,4896229
2008-11-07,24.718645095825195,25.45578144398072,22.605519120347957,22.769327197715853,8250147
2008-11-10,25.275585174560547,25.848913287928568,24.71863830878934,25.488534727953216,3775177
2008-11-11,24.980728149414062,26.029098967337802,24.40740011535392,25.390248173742737,8900004
2008-11-12,23.932357788085938,25.521296549022214,23.63750422628616,25.521296549022214,5705390
2008-11-14,23.8504581451416,24.8988314943181,23.555604529303825,23.71941258738903,4038880
2008-11-17,24.833303451538086,25.652345863419242,22.605513690128895,25.652345863419242,5361538
2008-11-18,23.490079879760742,24.767781742358096,23.031416020575147,24.767781742358096,6392448
2008-11-19,22.916751861572266,24.325501501847448,22.62189604563254,23.588365294681356,5606729
2008-11-20,22.67103385925293,23.09693289005528,21.704564863139893,22.933124886888763,5080395
2008-11-21,24.112546920776367,24.866064289774197,21.950280074397988,22.523608169232862,8350092
2008-11-24,24.718645095825195,25.111784037150294,23.490084515565982,24.833309416909174,5420119
2008-11-25,24.112546920776367,25.27558435751339,23.915978621334688,24.980730797456594,5453771
2008-11-26,24.65311050415039,25.02986801297138,23.670262510577533,24.37463601725614,5246053
2008-11-27,24.65311050415039,24.65311050415039,24.65311050415039,24.65311050415039,0
2008-11-28,24.25996971130371,24.73501468919188,23.29350295473035,23.915974688402894,8464961
2008-12-01,24.06340980529785,25.68510912598062,23.965124526695174,24.735023283662343,5733003
2008-12-02,23.8504581451416,24.112551482435727,23.096940633591863,23.883220645474236,5879324
2008-12-03,24.571216583251953,24.882451464520678,23.34265608735772,24.07979238489426,6430656
2008-12-04,25.750633239746094,25.881681025274773,21.786477164259814,21.786477164259814,4648185
2008-12-05,25.439388275146484,26.667948279903268,24.587585783133164,24.587585783133164,5338962
2008-12-08,25.504907608032227,26.340328743502717,24.407395484152712,26.127379259973413,11709287
2008-12-10,25.095396041870117,26.700716101796164,24.735019701568174,26.700716101796164,11172070
2008-12-11,24.816919326782227,25.53767410163406,24.42377833887372,25.53767410163406,9867592
2008-12-12,24.047025680541992,24.325500232994635,23.522839071850676,24.21083371803444,9847702
2008-12-15,24.440160751342773,24.980728524649482,24.243592469785355,24.866062027399717,5741641
2008-12-16,25.373868942260742,25.685103741094654,23.260743671581633,24.57121007522955,9183505
2008-12-17,25.341106414794922,26.045482244666733,24.669493078140775,26.045482244666733,8720755
2008-12-18,26.094627380371094,26.373101945962475,24.767781769722475,24.767781769722475,12640018
2008-12-19,27.355941772460938,27.683557761767485,26.06185905905771,26.86451778850112,10050607
2008-12-22,27.372325897216797,27.60165666951078,26.422238095158352,26.422238095158352,6524631
2008-12-23,26.815383911132812,27.634424185379586,26.61881557838695,27.192143770359692,5151765
2008-12-24,26.356721878051758,27.17576214085607,22.114091539294286,22.114091539294286,13318746
2008-12-26,26.405851364135742,27.7982191759886,25.7178591901753,27.7982191759886,5480531
2008-12-29,26.962806701660156,27.175756234995326,25.881673345353594,26.70071343016335,3418418
2008-12-30,26.913663864135742,27.355946413448898,25.914434482872004,26.89728261753368,4868199
2008-12-31,27.241283416748047,27.65080352558895,26.63519498873677,27.65080352558895,4396180
2009-01-02,27.634418487548828,28.09308227963032,27.110234153183736,28.09308227963032,3976548
2009-01-05,27.011953353881836,28.093086915746955,26.667956008498997,28.093086915746955,4505326
2009-01-06,26.815383911132812,28.04394654429191,26.37310349611292,28.04394654429191,3969700
2009-01-07,25.40663719177246,27.749093985483366,23.80131895361777,27.749093985483366,12109220
2009-01-09,25.275585174560547,27.51975610703082,24.01426243643545,27.51975610703082,5272587
2009-01-12,24.603973388671875,25.881677457029795,23.621125130760607,25.881677457029795,6595708
2009-01-13,24.243600845336914,24.88245186923504,23.883222205297393,24.57121698290407,4104761
2009-01-14,24.292739868164062,24.702259997825443,23.621126411161626,24.702259997825443,2777281
2009-01-15,23.932357788085938,24.29273633854218,23.424554678518383,24.079786790774403,3693599
2009-01-16,24.685880661010742,25.046259291751433,23.75217602611015,24.767784693289165,2131503
2009-01-19,25.63596534729004,25.848914914079327,24.58759209660463,25.35749078599133,2587926
2009-01-20,28.50261116027832,29.157843447517646,24.571217436842343,25.66873018489472,19101726
2009-01-21,26.602426528930664,29.125071611423003,26.242048025206536,29.125071611423003,11311625
2009-01-22,27.863746643066406,28.240504137224143,26.274808226582554,27.454226661682746,10535551
2009-01-23,28.25689125061035,28.600888550788437,26.995568557220242,28.322414016885094,7005930
2009-01-27,29.17422103881836,29.567359917480374,27.19214317423578,28.17499148178527,8487928
